Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
36628,CA-2014-CV12295140-41887,2014/9/5,2014/9/9,Standard Class,CV-122951406,Christina VanderZanden,Consumer,10011,New York City,New York,United States,Eastern US,USCA,OFF-BI-5614,Office Supplies,Binders,Plastic Binding Combs,$60.60,5,0.2,$20.45,4.46,Medium
38892,CA-2015-CV12295140-42115,2015/4/21,2015/4/25,Standard Class,CV-122951402,Christina VanderZanden,Consumer,48234,Detroit,Michigan,United States,Central US,USCA,OFF-BI-3728,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,$36.56,4,0,$18.28,3.2,Medium
39136,US-2012-CV12295140-40995,2012/3/27,2012/4/1,Standard Class,CV-122951402,Christina VanderZanden,Consumer,50315,Des Moines,Iowa,United States,Central US,USCA,OFF-EN-5619,Office Supplies,Envelopes,Poly String Tie Envelopes,$6.12,3,0,$2.88,1.73,Medium
36629,CA-2014-CV12295140-41887,2014/9/5,2014/9/9,Standard Class,CV-122951406,Christina VanderZanden,Consumer,10011,New York City,New York,United States,Eastern US,USCA,OFF-SU-2982,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,$22.72,4,0,$6.59,1.52,Medium
36197,CA-2015-CA12310140-42356,2015/12/18,2015/12/22,Standard Class,CA-123101404,Christine Abelman,Corporate,92804,Anaheim,California,United States,Western US,USCA,OFF-ST-4839,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,$481.32,4,0,$125.14,70.3,High
34650,US-2012-CA12310140-41108,2012/7/18,2012/7/23,Standard Class,CA-123101406,Christine Abelman,Corporate,06010,Bristol,Connecticut,United States,Eastern US,USCA,TEC-PH-5626,Technology,Phones,Polycom VVX 310 VoIP phone,$359.98,2,0,$93.59,31.02,Medium
39902,US-2014-CA12310140-41642,2014/1/3,2014/1/8,Standard Class,CA-123101402,Christine Abelman,Corporate,78207,San Antonio,Texas,United States,Central US,USCA,TEC-PH-3163,Technology,Phones,AT&T 17929 Lendline Telephone,$180.96,5,0.2,$13.57,18.31,Medium
39901,US-2014-CA12310140-41642,2014/1/3,2014/1/8,Standard Class,CA-123101402,Christine Abelman,Corporate,78207,San Antonio,Texas,United States,Central US,USCA,TEC-AC-6351,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,$165.60,3,0.2,-$6.21,17.23,Medium
31566,US-2015-CA12310140-42348,2015/12/10,2015/12/14,Standard Class,CA-123101406,Christine Abelman,Corporate,45231,Cincinnati,Ohio,United States,Eastern US,USCA,OFF-EN-5668,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",$57.58,3,0.2,$21.59,6.43,Medium
34651,US-2012-CA12310140-41108,2012/7/18,2012/7/23,Standard Class,CA-123101406,Christine Abelman,Corporate,06010,Bristol,Connecticut,United States,Eastern US,USCA,FUR-TA-3335,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",$70.56,1,0.3,-$4.03,6.33,Medium
31565,US-2015-CA12310140-42348,2015/12/10,2015/12/14,Standard Class,CA-123101406,Christine Abelman,Corporate,45231,Cincinnati,Ohio,United States,Eastern US,USCA,OFF-ST-5764,Office Supplies,Storage,Safco Commercial Shelving,$37.21,1,0.2,-$7.44,2.14,Medium
39900,US-2014-CA12310140-41642,2014/1/3,2014/1/8,Standard Class,CA-123101402,Christine Abelman,Corporate,78207,San Antonio,Texas,United States,Central US,USCA,TEC-AC-4876,Technology,Accessories,Imation Clip USB flash drive - 8 GB,$30.08,2,0.2,-$5.26,1.62,Medium
36198,CA-2015-CA12310140-42356,2015/12/18,2015/12/22,Standard Class,CA-123101404,Christine Abelman,Corporate,92804,Anaheim,California,United States,Western US,USCA,OFF-SU-4324,Office Supplies,Supplies,Fiskars Spring-Action Scissors,$13.98,1,0,$3.63,1.54,High
34653,US-2012-CA12310140-41108,2012/7/18,2012/7/23,Standard Class,CA-123101406,Christine Abelman,Corporate,06010,Bristol,Connecticut,United States,Eastern US,USCA,OFF-BI-2911,Office Supplies,Binders,Acco Hanging Data Binders,$3.81,1,0,$1.83,1.28,Medium
34652,US-2012-CA12310140-41108,2012/7/18,2012/7/23,Standard Class,CA-123101406,Christine Abelman,Corporate,06010,Bristol,Connecticut,United States,Eastern US,USCA,OFF-BI-3185,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",$20.88,2,0,$9.60,1.12,Medium
40644,CA-2015-CK12325140-42053,2015/2/18,2015/2/21,First Class,CK-123251406,Christine Kargatis,Home Office,45373,Troy,Ohio,United States,Eastern US,USCA,FUR-CH-4399,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,$899.43,5,0.3,-$12.85,243.89,High
34137,US-2012-CK12325140-40981,2012/3/13,2012/3/18,Standard Class,CK-123251408,Christine Kargatis,Home Office,23320,Chesapeake,Virginia,United States,Southern US,USCA,FUR-CH-4398,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,"$1,139.92",4,0,$284.98,43.56,Medium
40640,CA-2015-CK12325140-42053,2015/2/18,2015/2/21,First Class,CK-123251406,Christine Kargatis,Home Office,45373,Troy,Ohio,United States,Eastern US,USCA,FUR-TA-5791,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",$455.97,5,0.4,-$106.39,42.29,High
38015,CA-2014-CK12325140-41738,2014/4/9,2014/4/16,Standard Class,CK-123251408,Christine Kargatis,Home Office,71901,Hot Springs,Arkansas,United States,Southern US,USCA,FUR-FU-4090,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,$159.92,4,0,$31.98,17.93,Low
40643,CA-2015-CK12325140-42053,2015/2/18,2015/2/21,First Class,CK-123251406,Christine Kargatis,Home Office,45373,Troy,Ohio,United States,Eastern US,USCA,FUR-FU-4329,Furniture,Furnishings,Flat Face Poster Frame,$30.14,2,0.2,$8.29,7.95,High
40642,CA-2015-CK12325140-42053,2015/2/18,2015/2/21,First Class,CK-123251406,Christine Kargatis,Home Office,45373,Troy,Ohio,United States,Eastern US,USCA,TEC-PH-6347,Technology,Phones,Vtech CS6719,$57.59,1,0.4,-$11.52,7.54,High
32015,CA-2012-CK12325140-41061,2012/6/1,2012/6/6,Standard Class,CK-123251404,Christine Kargatis,Home Office,84057,Orem,Utah,United States,Western US,USCA,OFF-BI-4368,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,$59.81,3,0.2,$19.44,4.76,Medium
32016,CA-2012-CK12325140-41061,2012/6/1,2012/6/6,Standard Class,CK-123251404,Christine Kargatis,Home Office,84057,Orem,Utah,United States,Western US,USCA,FUR-FU-3084,Furniture,Furnishings,Aluminum Document Frame,$73.32,6,0,$22.00,4.38,Medium
38014,CA-2014-CK12325140-41738,2014/4/9,2014/4/16,Standard Class,CK-123251408,Christine Kargatis,Home Office,71901,Hot Springs,Arkansas,United States,Southern US,USCA,OFF-PA-6552,Office Supplies,Paper,Xerox 1993,$25.92,4,0,$12.70,3.47,Low
38013,CA-2014-CK12325140-41738,2014/4/9,2014/4/16,Standard Class,CK-123251408,Christine Kargatis,Home Office,71901,Hot Springs,Arkansas,United States,Southern US,USCA,OFF-FA-3051,Office Supplies,Fasteners,Advantus Plastic Paper Clips,$30.00,6,0,$14.40,3.29,Low
36019,US-2015-CK12325140-42249,2015/9/2,2015/9/8,Standard Class,CK-123251404,Christine Kargatis,Home Office,98103,Seattle,Washington,United States,Western US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,$7.58,1,0,$2.96,1.43,Medium
40641,CA-2015-CK12325140-42053,2015/2/18,2015/2/21,First Class,CK-123251406,Christine Kargatis,Home Office,45373,Troy,Ohio,United States,Eastern US,USCA,OFF-BI-2924,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",$5.72,5,0.7,-$4.76,1.35,High
33654,US-2012-CP12340140-40984,2012/3/16,2012/3/20,Standard Class,CP-123401406,Christine Phan,Corporate,10024,New York City,New York,United States,Eastern US,USCA,FUR-TA-3562,Furniture,Tables,Bretford Rectangular Conference Table Tops,"$1,579.75",7,0.4,-$447.59,101.14,Medium
33655,US-2012-CP12340140-40984,2012/3/16,2012/3/20,Standard Class,CP-123401406,Christine Phan,Corporate,10024,New York City,New York,United States,Eastern US,USCA,FUR-TA-3332,Furniture,Tables,Balt Solid Wood Round Tables,"$1,071.58",4,0.4,-$553.65,80.94,Medium
39041,CA-2014-CP12340140-41808,2014/6/18,2014/6/23,Standard Class,CP-123401406,Christine Phan,Corporate,06708,Waterbury,Connecticut,United States,Eastern US,USCA,TEC-PH-6425,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,$566.97,3,0,$153.08,71.66,High
33656,US-2012-CP12340140-40984,2012/3/16,2012/3/20,Standard Class,CP-123401406,Christine Phan,Corporate,10024,New York City,New York,United States,Eastern US,USCA,FUR-TA-4616,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",$613.91,3,0.4,-$122.78,42.57,Medium
37345,CA-2013-CP12340140-41585,2013/11/7,2013/11/11,Standard Class,CP-123401408,Christine Phan,Corporate,33142,Miami,Florida,United States,Southern US,USCA,OFF-BI-4343,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"$1,345.49",5,0.7,"-$1,031.54",31.73,Medium
32781,US-2014-CP12340140-41927,2014/10/15,2014/10/19,Standard Class,CP-123401404,Christine Phan,Corporate,98115,Seattle,Washington,United States,Western US,USCA,TEC-AC-6353,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,$177.00,3,0,$30.09,27.26,High
35657,CA-2014-CP12340140-41781,2014/5/22,2014/5/24,First Class,CP-123401406,Christine Phan,Corporate,02886,Warwick,Rhode Island,United States,Eastern US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,$111.96,2,0,$54.86,17.43,High
34952,CA-2015-CP12340140-42119,2015/4/25,2015/5/1,Standard Class,CP-123401408,Christine Phan,Corporate,32216,Jacksonville,Florida,United States,Southern US,USCA,OFF-ST-5980,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,$113.57,2,0.2,-$21.29,16.21,Low
41234,CA-2014-CP12340140-41794,2014/6/4,2014/6/7,Second Class,CP-123401404,Christine Phan,Corporate,90049,Los Angeles,California,United States,Western US,USCA,FUR-TA-4624,Furniture,Tables,Hon 61000 Series Interactive Training Tables,$71.09,2,0.2,-$1.78,4.46,Medium
33658,US-2012-CP12340140-40984,2012/3/16,2012/3/20,Standard Class,CP-123401406,Christine Phan,Corporate,10024,New York City,New York,United States,Eastern US,USCA,OFF-PA-6470,Office Supplies,Paper,Xerox 1918,$155.04,4,0,$75.97,3.7,Medium
33657,US-2012-CP12340140-40984,2012/3/16,2012/3/20,Standard Class,CP-123401406,Christine Phan,Corporate,10024,New York City,New York,United States,Eastern US,USCA,OFF-PA-6479,Office Supplies,Paper,Xerox 1926,$34.86,7,0,$16.38,3.61,Medium
37344,CA-2013-CP12340140-41585,2013/11/7,2013/11/11,Standard Class,CP-123401408,Christine Phan,Corporate,33142,Miami,Florida,United States,Southern US,USCA,OFF-BI-3278,Office Supplies,Binders,Avery Hanging File Binders,$16.15,9,0.7,-$12.92,2.01,Medium
39040,CA-2014-CP12340140-41808,2014/6/18,2014/6/23,Standard Class,CP-123401406,Christine Phan,Corporate,06708,Waterbury,Connecticut,United States,Eastern US,USCA,OFF-BI-4834,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,$7.96,2,0,$3.74,2.01,High
39042,CA-2014-CP12340140-41808,2014/6/18,2014/6/23,Standard Class,CP-123401406,Christine Phan,Corporate,06708,Waterbury,Connecticut,United States,Eastern US,USCA,OFF-AR-5330,Office Supplies,Art,Newell 35,$9.84,3,0,$2.85,1.76,High
32055,CA-2015-CP12340140-42209,2015/7/24,2015/7/29,Standard Class,CP-123401406,Christine Phan,Corporate,10009,New York City,New York,United States,Eastern US,USCA,OFF-BI-3119,Office Supplies,Binders,Angle-D Ring Binders,$13.13,3,0.2,$4.27,1.12,Medium
32415,CA-2013-CS12355140-41521,2013/9/4,2013/9/8,Standard Class,CS-123551408,Christine Sundaresam,Consumer,30076,Roswell,Georgia,United States,Southern US,USCA,TEC-AC-5105,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,$619.95,5,0,$111.59,60.92,High
32414,CA-2013-CS12355140-41521,2013/9/4,2013/9/8,Standard Class,CS-123551408,Christine Sundaresam,Consumer,30076,Roswell,Georgia,United States,Southern US,USCA,OFF-PA-6459,Office Supplies,Paper,Xerox 1908,$279.90,5,0,$137.15,46.47,High
35326,CA-2015-CS12355140-42363,2015/12/25,2015/12/29,Standard Class,CS-123551408,Christine Sundaresam,Consumer,70506,Lafayette,Louisiana,United States,Southern US,USCA,TEC-MA-3985,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,$479.97,3,0,$239.99,27.36,Medium
40292,CA-2012-CS12355140-41135,2012/8/14,2012/8/16,First Class,CS-123551408,Christine Sundaresam,Consumer,33021,Hollywood,Florida,United States,Southern US,USCA,OFF-AP-4292,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,$152.24,5,0.2,$17.13,26.77,High
38041,CA-2015-CS12355140-42172,2015/6/17,2015/6/19,Second Class,CS-123551406,Christine Sundaresam,Consumer,43017,Dublin,Ohio,United States,Eastern US,USCA,TEC-AC-5144,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,$479.95,6,0.2,$107.99,23.59,Medium
35327,CA-2015-CS12355140-42363,2015/12/25,2015/12/29,Standard Class,CS-123551408,Christine Sundaresam,Consumer,70506,Lafayette,Louisiana,United States,Southern US,USCA,FUR-CH-4840,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",$232.88,4,0,$60.55,23.2,Medium
40291,CA-2012-CS12355140-41135,2012/8/14,2012/8/16,First Class,CS-123551408,Christine Sundaresam,Consumer,33021,Hollywood,Florida,United States,Southern US,USCA,OFF-PA-6511,Office Supplies,Paper,Xerox 1955,$91.36,5,0.2,$29.69,14.78,High
38000,CA-2013-CS12355140-41448,2013/6/23,2013/6/28,Standard Class,CS-123551404,Christine Sundaresam,Consumer,90805,Long Beach,California,United States,Western US,USCA,TEC-PH-5604,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",$217.58,2,0.2,$19.04,13.75,Medium
38089,CA-2012-CS12355140-41135,2012/8/14,2012/8/17,First Class,CS-123551406,Christine Sundaresam,Consumer,06824,Fairfield,Connecticut,United States,Eastern US,USCA,OFF-BI-5637,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,$62.94,3,0,$30.21,9.61,High
38002,CA-2013-CS12355140-41448,2013/6/23,2013/6/28,Standard Class,CS-123551404,Christine Sundaresam,Consumer,90805,Long Beach,California,United States,Western US,USCA,TEC-PH-4900,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,$143.98,3,0.2,$9.00,9.59,Medium
34397,CA-2015-CS12355140-42109,2015/4/15,2015/4/20,Standard Class,CS-123551406,Christine Sundaresam,Consumer,10024,New York City,New York,United States,Eastern US,USCA,FUR-BO-3651,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",$242.35,3,0.2,$9.09,7.82,Medium
33583,CA-2015-CS12355140-42326,2015/11/18,2015/11/24,Standard Class,CS-123551408,Christine Sundaresam,Consumer,24153,Salem,Virginia,United States,Southern US,USCA,OFF-AP-3503,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,$35.04,2,0,$12.26,3.45,Low
32559,CA-2015-CS12355140-42193,2015/7/8,2015/7/10,Second Class,CS-123551406,Christine Sundaresam,Consumer,11561,Long Beach,New York,United States,Eastern US,USCA,OFF-BI-6373,Office Supplies,Binders,Wilson Jones Active Use Binders,$17.47,3,0.2,$6.33,3.09,High
38042,CA-2015-CS12355140-42172,2015/6/17,2015/6/19,Second Class,CS-123551406,Christine Sundaresam,Consumer,43017,Dublin,Ohio,United States,Eastern US,USCA,OFF-AR-5309,Office Supplies,Art,Newell 330,$23.92,5,0.2,$1.79,3.04,Medium
33690,CA-2014-CS12355140-41716,2014/3/18,2014/3/24,Standard Class,CS-123551406,Christine Sundaresam,Consumer,02148,Malden,Massachusetts,United States,Eastern US,USCA,OFF-AR-5325,Office Supplies,Art,Newell 345,$39.68,2,0,$10.32,2.41,Medium
34396,CA-2015-CS12355140-42109,2015/4/15,2015/4/20,Standard Class,CS-123551406,Christine Sundaresam,Consumer,10024,New York City,New York,United States,Eastern US,USCA,OFF-BI-3302,Office Supplies,Binders,Avery Non-Stick Binders,$10.78,3,0.2,$3.50,2.01,Medium
36037,CA-2015-CS12355140-42321,2015/11/13,2015/11/17,Standard Class,CS-123551404,Christine Sundaresam,Consumer,98115,Seattle,Washington,United States,Western US,USCA,OFF-LA-3202,Office Supplies,Labels,Avery 483,$9.96,2,0,$4.58,1.75,Medium
32416,CA-2013-CS12355140-41521,2013/9/4,2013/9/8,Standard Class,CS-123551408,Christine Sundaresam,Consumer,30076,Roswell,Georgia,United States,Southern US,USCA,OFF-PA-3113,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",$4.36,2,0,$2.05,1.71,High
36038,CA-2015-CS12355140-42321,2015/11/13,2015/11/17,Standard Class,CS-123551404,Christine Sundaresam,Consumer,98115,Seattle,Washington,United States,Western US,USCA,OFF-AR-3975,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",$9.21,3,0,$2.30,1.69,Medium
36039,CA-2015-CS12355140-42321,2015/11/13,2015/11/17,Standard Class,CS-123551404,Christine Sundaresam,Consumer,98115,Seattle,Washington,United States,Western US,USCA,OFF-SU-2972,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,$27.93,3,0,$8.10,1.55,Medium
38001,CA-2013-CS12355140-41448,2013/6/23,2013/6/28,Standard Class,CS-123551404,Christine Sundaresam,Consumer,90805,Long Beach,California,United States,Western US,USCA,OFF-FA-3158,Office Supplies,Fasteners,Assorted Color Push Pins,$5.43,3,0,$1.79,1.34,Medium
32417,CA-2013-CS12355140-41521,2013/9/4,2013/9/8,Standard Class,CS-123551408,Christine Sundaresam,Consumer,30076,Roswell,Georgia,United States,Southern US,USCA,OFF-EN-5974,Office Supplies,Envelopes,Security-Tint Envelopes,$15.28,2,0,$7.49,1.32,High
37722,CA-2014-CC12370140-41783,2014/5/24,2014/5/28,Standard Class,CC-123701406,Christopher Conant,Consumer,19120,Philadelphia,Pennsylvania,United States,Eastern US,USCA,TEC-CO-3691,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,"$8,399.98",4,0.4,"$1,120.00",498.08,Medium
35279,CA-2014-CC12370140-41828,2014/7/8,2014/7/10,Second Class,CC-123701404,Christopher Conant,Consumer,90045,Los Angeles,California,United States,Western US,USCA,FUR-CH-4418,Furniture,Chairs,"Global Leather Task Chair, Black",$287.97,4,0.2,-$3.60,75.27,Critical
34154,CA-2014-CC12370140-41867,2014/8/16,2014/8/18,Second Class,CC-123701408,Christopher Conant,Consumer,28314,Fayetteville,North Carolina,United States,Southern US,USCA,FUR-CH-4673,Furniture,Chairs,Hon Olson Stacker Stools,$225.30,2,0.2,$22.53,46,Critical
35280,CA-2014-CC12370140-41828,2014/7/8,2014/7/10,Second Class,CC-123701404,Christopher Conant,Consumer,90045,Los Angeles,California,United States,Western US,USCA,TEC-CO-3698,Technology,Copiers,Canon PC1060 Personal Laser Copier,"$2,799.96",5,0.2,$944.99,34.98336,Critical
39488,US-2015-CC12370140-42326,2015/11/18,2015/11/22,Standard Class,CC-123701406,Christopher Conant,Consumer,10011,New York City,New York,United States,Eastern US,USCA,FUR-FU-4758,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",$187.76,4,0,$76.98,33.93,High
35281,CA-2014-CC12370140-41828,2014/7/8,2014/7/10,Second Class,CC-123701404,Christopher Conant,Consumer,90045,Los Angeles,California,United States,Western US,USCA,OFF-PA-6497,Office Supplies,Paper,Xerox 1942,$48.94,1,0,$24.47,10.36,Critical
37725,CA-2014-CC12370140-41783,2014/5/24,2014/5/28,Standard Class,CC-123701406,Christopher Conant,Consumer,19120,Philadelphia,Pennsylvania,United States,Eastern US,USCA,TEC-PH-3181,Technology,Phones,Avaya 5410 Digital phone,$122.38,3,0.4,-$24.48,7.54,Medium
39487,US-2015-CC12370140-42326,2015/11/18,2015/11/22,Standard Class,CC-123701406,Christopher Conant,Consumer,10011,New York City,New York,United States,Eastern US,USCA,OFF-PA-6456,Office Supplies,Paper,Xerox 1905,$38.88,6,0,$18.66,3.1,High
37724,CA-2014-CC12370140-41783,2014/5/24,2014/5/28,Standard Class,CC-123701406,Christopher Conant,Consumer,19120,Philadelphia,Pennsylvania,United States,Eastern US,USCA,OFF-PA-6588,Office Supplies,Paper,Xerox 224,$10.37,2,0.2,$3.63,1.89,Medium
37723,CA-2014-CC12370140-41783,2014/5/24,2014/5/28,Standard Class,CC-123701406,Christopher Conant,Consumer,19120,Philadelphia,Pennsylvania,United States,Eastern US,USCA,OFF-BI-3296,Office Supplies,Binders,Avery Legal 4-Ring Binder,$6.29,1,0.7,-$4.20,1.35,Medium
40262,CA-2015-CC12370140-42315,2015/11/7,2015/11/13,Standard Class,CC-123701402,Christopher Conant,Consumer,77070,Houston,Texas,United States,Central US,USCA,OFF-BI-6634,Office Supplies,Binders,Zipper Ring Binder Pockets,$1.25,2,0.8,-$1.93,1.11,Medium
31806,CA-2013-CM12385140-41349,2013/3/16,2013/3/22,Standard Class,CM-123851408,Christopher Martinez,Consumer,30318,Atlanta,Georgia,United States,Southern US,USCA,OFF-BI-4276,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$6,354.95",5,0,"$3,177.48",581.12,Medium
40787,CA-2015-CM12385140-42008,2015/1/4,2015/1/8,Standard Class,CM-123851404,Christopher Martinez,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-BI-4359,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,"$2,022.27",8,0.2,$682.52,215.83,Medium
36071,CA-2015-CM12385140-42332,2015/11/24,2015/11/28,Standard Class,CM-123851402,Christopher Martinez,Consumer,60610,Chicago,Illinois,United States,Central US,USCA,TEC-PH-6313,Technology,Phones,Toshiba IPT2010-SD IP Telephone,$222.38,2,0.2,$16.68,30.17,Medium
33745,CA-2013-CM12385140-41531,2013/9/14,2013/9/17,Second Class,CM-123851408,Christopher Martinez,Consumer,29406,North Charleston,South Carolina,United States,Southern US,USCA,OFF-ST-4273,Office Supplies,Storage,Fellowes Officeware Wire Shelving,$269.49,3,0,$5.39,21.52,Medium
31805,CA-2013-CM12385140-41349,2013/3/16,2013/3/22,Standard Class,CM-123851408,Christopher Martinez,Consumer,30318,Atlanta,Georgia,United States,Southern US,USCA,OFF-ST-5594,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,$46.74,3,0,$11.69,2.02,Medium
36070,CA-2015-CM12385140-42332,2015/11/24,2015/11/28,Standard Class,CM-123851402,Christopher Martinez,Consumer,60610,Chicago,Illinois,United States,Central US,USCA,OFF-LA-3270,Office Supplies,Labels,Avery File Folder Labels,$11.52,5,0.2,$4.18,1.94,Medium
40788,CA-2015-CM12385140-42008,2015/1/4,2015/1/8,Standard Class,CM-123851404,Christopher Martinez,Consumer,94110,San Francisco,California,United States,Western US,USCA,OFF-AR-5166,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,$9.12,3,0,$3.10,1.59,Medium
31804,CA-2013-CM12385140-41349,2013/3/16,2013/3/22,Standard Class,CM-123851408,Christopher Martinez,Consumer,30318,Atlanta,Georgia,United States,Southern US,USCA,OFF-AR-5324,Office Supplies,Art,Newell 344,$8.34,3,0,$2.17,1.45,Medium
36069,CA-2015-CM12385140-42332,2015/11/24,2015/11/28,Standard Class,CM-123851402,Christopher Martinez,Consumer,60610,Chicago,Illinois,United States,Central US,USCA,FUR-FU-3847,Furniture,Furnishings,Contemporary Wood/Metal Frame,$6.46,1,0.6,-$4.04,1.22,Medium
31803,CA-2013-CM12385140-41349,2013/3/16,2013/3/22,Standard Class,CM-123851408,Christopher Martinez,Consumer,30318,Atlanta,Georgia,United States,Southern US,USCA,OFF-AR-5698,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,$2.74,1,0,$0.74,1.1,Medium
39545,CA-2014-CS12400140-41770,2014/5/11,2014/5/14,Second Class,CS-124001406,Christopher Schild,Home Office,19134,Philadelphia,Pennsylvania,United States,Eastern US,USCA,TEC-PH-3824,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,$743.99,2,0.4,-$124.00,73.55,Medium
31529,US-2015-CS12400140-42102,2015/4/8,2015/4/13,Standard Class,CS-124001408,Christopher Schild,Home Office,33614,Tampa,Florida,United States,Southern US,USCA,FUR-TA-3562,Furniture,Tables,Bretford Rectangular Conference Table Tops,$620.61,3,0.45,-$248.25,65.65,Medium
31381,US-2015-CS12400140-42322,2015/11/14,2015/11/17,First Class,CS-124001402,Christopher Schild,Home Office,60623,Chicago,Illinois,United States,Central US,USCA,OFF-ST-5783,Office Supplies,Storage,Safco Industrial Wire Shelving,$230.38,3,0.2,-$48.95,40.32,Medium
31532,US-2015-CS12400140-42102,2015/4/8,2015/4/13,Standard Class,CS-124001408,Christopher Schild,Home Office,33614,Tampa,Florida,United States,Southern US,USCA,TEC-AC-5150,Technology,Accessories,Logitech P710e Mobile Speakerphone,$617.98,3,0.2,-$7.72,29.94,Medium
35199,US-2013-CS12400140-41549,2013/10/2,2013/10/7,Second Class,CS-124001404,Christopher Schild,Home Office,90045,Los Angeles,California,United States,Western US,USCA,OFF-ST-4089,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$270.34,14,0,$75.70,29.13,Medium
31531,US-2015-CS12400140-42102,2015/4/8,2015/4/13,Standard Class,CS-124001408,Christopher Schild,Home Office,33614,Tampa,Florida,United States,Southern US,USCA,FUR-FU-6240,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",$258.07,3,0.2,$0.00,20.18,Medium
31528,US-2015-CS12400140-42102,2015/4/8,2015/4/13,Standard Class,CS-124001408,Christopher Schild,Home Office,33614,Tampa,Florida,United States,Southern US,USCA,FUR-TA-3620,Furniture,Tables,Bush Advantage Collection Round Conference Table,$233.86,2,0.45,-$102.05,17.75,Medium
34202,CA-2012-CS12400140-41177,2012/9/25,2012/9/29,Standard Class,CS-124001404,Christopher Schild,Home Office,98115,Seattle,Washington,United States,Western US,USCA,OFF-ST-3981,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",$310.12,2,0,$80.63,16.57,Medium
39992,CA-2015-CS12400140-42263,2015/9/16,2015/9/18,Second Class,CS-124001404,Christopher Schild,Home Office,94109,San Francisco,California,United States,Western US,USCA,FUR-TA-3562,Furniture,Tables,Bretford Rectangular Conference Table Tops,$300.90,1,0.2,$11.28,10.93,Medium
33746,CA-2014-CS12400140-41949,2014/11/6,2014/11/11,Standard Class,CS-124001404,Christopher Schild,Home Office,95123,San Jose,California,United States,Western US,USCA,OFF-BI-3731,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,$29.12,5,0.2,$9.83,3.2,Medium
